"","username","inputvalue","expected","label","firstlanguage","hearing","environment","equipment","experiment","foreignlanguages","startdate","enddate","acc_rating"
"1380","VEAA19","z","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","studio","in-ear","Fricatives #1","English, Spanish, French, German",2021-10-26,2021-10-26,1
"1381","VEAA19","s","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","studio","in-ear","Fricatives #1","English, Spanish, French, German",2021-10-26,2021-10-26,1
"1382","VEAA19","s","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","studio","in-ear","Fricatives #1","English, Spanish, French, German",2021-10-26,2021-10-26,1
"1383","VEAA19","s","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","studio","in-ear","Fricatives #1","English, Spanish, French, German",2021-10-26,2021-10-26,1
"1384","VEAA19","z","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","studio","in-ear","Fricatives #1","English, Spanish, French, German",2021-10-26,2021-10-26,0
"1385","VEAA19","z","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","studio","in-ear","Fricatives #1","English, Spanish, French, German",2021-10-26,2021-10-26,1
"1386","VEAA19","…easy","null","This experiment was…","Danish","normal","studio","in-ear","Fricatives #1","English, Spanish, French, German",2021-10-26,2021-10-26,0
"1387","HKCO13","Yes","null","<p>Did you hear a difference?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,0
"1388","HKCO13","s","s","<p>Click on the icon or press the space bar to hear the audio.</p><p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1389","HKCO13","z","z","<p>Click on the icon or press the space bar to hear the audio.</p><p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1390","HKCO13","z","s","<p>Click on the icon or press the space bar to hear the audio.</p><p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,0
"1391","HKCO13","z","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1392","HKCO13","s","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1393","HKCO13","z","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,0
"1394","HKCO13","s","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1395","HKCO13","Ok, continue","s","<p>Now you will hear ""s"" as in the first sound of ""see"".</p><p>Click on the icon or press the space bar to hear the audio.</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,0
"1396","HKCO13","Ok, continue","z","<p>Now you will hear ""z"" as in the first sound of ""zoo"".</p><p>Click on the icon or press the space bar to hear the audio.</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,0
"1397","HKCO13","z","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1398","HKCO13","z","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1399","HKCO13","z","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,0
"1400","HKCO13","s","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1401","HKCO13","s","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1402","HKCO13","z","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,0
"1403","HKCO13","z","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1404","HKCO13","s","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1405","HKCO13","z","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1406","HKCO13","s","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1407","HKCO13","z","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1408","HKCO13","s","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1409","HKCO13","z","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1410","HKCO13","s","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1411","HKCO13","z","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1412","HKCO13","z","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1413","HKCO13","s","s","<p>Click on the icon or press the space bar to hear the audio.</p><p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1414","HKCO13","s","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1415","HKCO13","z","z","<p>Click on the icon or press the space bar to hear the audio.</p><p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1416","HKCO13","s","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1417","HKCO13","z","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1418","HKCO13","s","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1419","HKCO13","z","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1420","HKCO13","z","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1421","HKCO13","s","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1422","HKCO13","z","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,0
"1423","HKCO13","z","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1424","HKCO13","z","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,0
"1425","HKCO13","s","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1426","HKCO13","z","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1427","HKCO13","s","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1428","HKCO13","s","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1429","HKCO13","s","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1430","HKCO13","z","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1431","HKCO13","z","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1432","HKCO13","z","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1433","HKCO13","s","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1434","HKCO13","s","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,0
"1435","HKCO13","s","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1436","HKCO13","z","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1437","HKCO13","z","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1438","HKCO13","z","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1439","HKCO13","s","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1440","HKCO13","z","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1441","HKCO13","s","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1442","HKCO13","z","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1443","HKCO13","s","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1444","HKCO13","z","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1445","HKCO13","z","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1446","HKCO13","s","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,0
"1447","HKCO13","z","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1448","HKCO13","s","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1449","HKCO13","z","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1450","HKCO13","s","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1451","HKCO13","s","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1452","HKCO13","z","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1453","HKCO13","s","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1454","HKCO13","z","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,1
"1455","HKCO13","…neutral","null","This experiment was…","Danish","normal","public","headphones","Fricatives #1","1. English 2. German",2021-10-28,2021-10-28,0
"1456","HAHI22","s","z","<p>Click on the icon or press the space bar to hear the audio.</p><p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,0
"1457","HAHI22","Ok, continue","s","<p>Now you will hear ""s"" as in the first sound of ""see"".</p><p>Click on the icon or press the space bar to hear the audio.</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,0
"1458","HAHI22","Ok, continue","z","<p>Now you will hear ""z"" as in the first sound of ""zoo"".</p><p>Click on the icon or press the space bar to hear the audio.</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,0
"1459","HAHI22","Yes","null","<p>Did you hear a difference?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,0
"1460","HAHI22","z","s","<p>Click on the icon or press the space bar to hear the audio.</p><p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,0
"1461","HAHI22","z","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,0
"1462","HAHI22","s","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,0
"1463","HAHI22","z","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,0
"1464","HAHI22","s","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,1
"1465","HAHI22","z","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,1
"1466","HAHI22","s","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,0
"1467","HAHI22","z","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,0
"1468","HAHI22","z","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,0
"1469","HAHI22","s","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,0
"1470","HAHI22","z","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,0
"1471","HAHI22","s","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,1
"1472","HAHI22","z","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,0
"1473","HAHI22","s","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,1
"1474","HAHI22","z","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,1
"1475","HAHI22","s","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,0
"1476","HAHI22","z","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,1
"1477","HAHI22","s","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,0
"1478","HAHI22","s","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,1
"1479","HAHI22","s","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,1
"1480","HAHI22","s","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,1
"1481","HAHI22","z","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,0
"1482","HAHI22","s","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,1
"1483","HAHI22","s","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,1
"1484","HAHI22","s","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,1
"1485","HAHI22","s","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,1
"1486","HAHI22","z","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,1
"1487","HAHI22","z","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,1
"1488","HAHI22","z","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,0
"1489","HAHI22","z","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,0
"1490","HAHI22","z","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,1
"1491","HAHI22","s","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,0
"1492","HAHI22","s","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,0
"1493","HAHI22","z","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,1
"1494","HAHI22","s","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,0
"1495","HAHI22","z","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,0
"1496","HAHI22","z","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,1
"1497","HAHI22","z","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,0
"1498","HAHI22","z","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,1
"1499","HAHI22","s","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,1
"1500","HAHI22","s","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,1
"1501","HAHI22","…neutral","null","This experiment was…","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,0
"1502","HAHI22","s","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,0
"1503","HAHI22","z","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,0
"1504","HAHI22","s","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,0
"1505","HAHI22","s","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,0
"1506","HAHI22","s","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,0
"1507","HAHI22","z","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,1
"1508","HAHI22","s","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,1
"1509","HAHI22","s","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,1
"1510","HAHI22","s","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,1
"1511","HAHI22","s","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,0
"1512","HAHI22","s","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,0
"1513","HAHI22","s","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,0
"1514","HAHI22","s","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,1
"1515","HAHI22","s","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,1
"1516","HAHI22","s","s","<p>Click on the icon or press the space bar to hear the audio.</p><p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,1
"1517","HAHI22","z","z","<p>Click on the icon or press the space bar to hear the audio.</p><p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,1
"1518","HAHI22","s","s","<p>Click on the icon or press the space bar to hear the audio.</p><p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,1
"1519","HAHI22","z","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,1
"1520","HAHI22","s","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,0
"1521","HAHI22","z","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,1
"1522","HAHI22","s","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,0
"1523","HAHI22","z","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,1
"1524","HAHI22","s","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","1. English, 2. German",2021-10-28,2021-10-28,1
"1525","MNRO29","Ok, continue","s","<p>Now you will hear ""s"" as in the first sound of ""see"".</p><p>Click on the icon or press the space bar to hear the audio.</p>","Danish","normal","public","in-ear","Fricatives #1","English, German, Spanish",2021-10-28,2021-10-28,0
"1526","MNRO29","z","s","<p>Click on the icon or press the space bar to hear the audio.</p><p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","English, German, Spanish",2021-10-28,2021-10-28,0
"1527","MNRO29","s","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","English, German, Spanish",2021-10-28,2021-10-28,1
"1528","MNRO29","z","z","<p>Click on the icon or press the space bar to hear the audio.</p><p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","English, German, Spanish",2021-10-28,2021-10-28,1
"1529","MNRO29","z","s","<p>Click on the icon or press the space bar to hear the audio.</p><p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","English, German, Spanish",2021-10-28,2021-10-28,0
"1530","MNRO29","s","z","<p>Click on the icon or press the space bar to hear the audio.</p><p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","English, German, Spanish",2021-10-28,2021-10-28,0
"1531","MNRO29","s","s","<p>Click on the icon or press the space bar to hear the audio.</p><p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","English, German, Spanish",2021-10-28,2021-10-28,1
"1532","MNRO29","s","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","English, German, Spanish",2021-10-28,2021-10-28,0
"1533","MNRO29","s","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","English, German, Spanish",2021-10-28,2021-10-28,1
"1534","MNRO29","z","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","English, German, Spanish",2021-10-28,2021-10-28,0
"1535","MNRO29","s","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","English, German, Spanish",2021-10-28,2021-10-28,0
"1536","MNRO29","z","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","English, German, Spanish",2021-10-28,2021-10-28,0
"1537","MNRO29","s","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","English, German, Spanish",2021-10-28,2021-10-28,0
"1538","MNRO29","z","s","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","English, German, Spanish",2021-10-28,2021-10-28,0
"1539","MNRO29","s","z","<p>Did you hear ""s"" or ""z""?</p>","Danish","normal","public","in-ear","Fricatives #1","English, German, Spanish",2021-10-28,2021-10-28,0
"1540","MNRO29","Ok, continue","z","<p>Now you will hear ""z"" as in the first sound of ""zoo"".</p><p>Click on the icon or press the space bar to hear the audio.</p>","Danish","normal","public","in-ear","Fricatives #1","English, German, Spanish",2021-10-28,2021-10-28,0
